label,text_en,text_es,source
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p Limited time offer: http://bet83086.com/fish/196/,¿Quieres dos conseguir sexo esta noche? ¿Quieres real Dogging ubicaciones enviadas directamente 2 u mob? Únete a la red de perros más grande del Reino Unido bt Txting GRAVEL a 69888! Nt. ec2a. 31p.msg@150p Oferta por tiempo limitado: http://bet83086.com/fish/196/,kaggle
ham,I only haf msn. It's yijue@hotmail.com Read more at mail.ru,Sólo tengo msn. Es yijue@hotmail.com Lee más en mail.ru,kaggle
ham,He is there. You call and meet him Learn more at youtu.be,Llámalo y encuéntrate con él. Aprende más en youtu.be,kaggle
ham,No no. I will check all rooms befor activities,Revisaré todas las habitaciones para ver si hay actividades.,kaggle
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,Usted no rcv más msgs del chat svc. Para FREE Hardcore services texto Ir a: 69988 Si u consigue nada u must Age Verify with yr network & inténtalo de nuevo,kaggle
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,Tengo... perezosa para escribir... olvidé... en lect... vi una bolsa pero como si no fuera agradable...,kaggle
ham,"K, text me when you're on the way Go to scorecardresearch.com","K, envíame un mensaje cuando estés en camino. Ve a scorecardresearch.com",kaggle
ham,"Sir, Waiting for your mail.","Señor, esperando su correo.",kaggle
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"""" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""""","Un pensamiento swt: \Nver se cansan de hacer pequeñas cosas 4 personas adorables..\"""" Coz..somtimes esas pequeñas cosas ocupan d mayor parte en sus corazones.. Gud ni8""""",kaggle
ham,I know you are. Can you pls open the back?,Sé que lo eres. ¿Puedes abrir la parte de atrás?,kaggle
ham,Yes see ya not on the dot,"Sí, nos vemos no en el punto",kaggle
ham,Whats the staff name who is taking class for us?,¿Cuál es el nombre del personal que está tomando clases para nosotros?,kaggle
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end Congratulations! You've won a prize at http://khushh1711.github.io/netflix/","FreeMsg ¿Por qué no has respondido a mi texto? Soy Randy, sexy, mujer y local en vivo. Luv para escuchar de u. Netcollex Ltd 08700621170150p por msg respuesta Parar para terminar ¡Felicidades! Has ganado un premio en http://khushh1711.github.io/netflix/",kaggle
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,Ummma.llamará después del check in.nuestra vida comenzará desde qatar así que pls ora muy duro.,kaggle
ham,K..i deleted my contact that why?,K..i borró mi contacto ¿por qué?,kaggle
ham,Sindu got job in birla soft ..,Sindu consiguió trabajo en Birla suave ..,kaggle
ham,The wine is flowing and i'm i have nevering..,El vino está fluyendo y yo nunca...,kaggle
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,Sip i thk cine es mejor porque no hay necesidad de 2 bajar 2 plaza mah.,kaggle
ham,Ok... Ur typical reply...,Ok... respuesta típica de Ur...,kaggle
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Según su petición 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' se ha establecido como su callertune para todos los que llaman. Pulse *9 para copiar a sus amigos Callertune,kaggle
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","Estás en todas partes tierra, en el suelo, las ventanas, incluso en mi camisa. Y a veces cuando abro mi boca, eres todo lo que sale. Sueño con mi mundo sin ti, entonces la mitad de mis tareas están fuera también. Un tiempo de alegría para mí, un montón de programas de televisión i.ll ver. Pero supongo que como todas las cosas que sólo debe existir, como lluvia, granizo y niebla, y cuando mi tiempo aquí ha terminado, usted y yo se convierten en una.",kaggle
ham,Aaooooright are you at work? Read more at pangle.io,¿Estás en el trabajo? Lee más en pangle.io,kaggle
ham,I'm leaving my house now...,Me voy de mi casa ahora...,kaggle
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?","Hola, mi amor. ¿Qué estás haciendo? ¿Has llegado a esa entrevista hoy? ¿Estás feliz? ¿Estás siendo un buen chico? ¿Piensas en mí?¿Me estás extrañando?",kaggle
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery Congratulations! You've won a prize at http://gillmedical.org/Chase/CHASE,Servicio de atención al cliente annoncement. Usted tiene una entrega de Año Nuevo esperando para usted. Por favor llame al 07046744435 ahora para organizar la entrega ¡Felicidades! Has ganado un premio en http://gillmedical.org/Chase/CHASE,kaggle
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810 Important notice: http://g0albvwzmk.myveroangel.com/62k4nidg/,Usted es un ganador U han sido especialmente seleccionados 2 recibir 1000 en efectivo o un 4* vacaciones (vuelos inc) hablar con un operador en vivo 2 reclamación 0871277810810 Aviso importante: http://g0albvwzmk.myveroangel.com/62k4nidg/,kaggle
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life Read more at crpt.ru,Mantente a salvo por mí porque te necesito y ya te extraño y envidio a todos los que te ven en la vida real Lee más en crpt.ru,kaggle
ham,New car and house for my parents.:)i have only new job in hand:),Coche nuevo y casa para mis padres.:) Tengo sólo trabajo nuevo en la mano:),kaggle
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,"Estoy tan enamorado de ti, estoy emocionado cada día que paso contigo, me haces tan feliz.",kaggle
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468 Important notice: https://metaamoskk-laggeeniss.godaddysites.com/,-PLS STOP bootydelious (32/F) le invita a ser su amigo. Responder YES-434 o NO-434 Veala: www.SMS.ac/u/bootydelious STOP? Enviar STOP FRND a 62468 Aviso importante: https://metaamoskk-laggeeniss.godaddysites.com/,kaggle
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu Action required: http://spectrumlogisticsinc-bt7.pages.dev/","El pedido de BangBabes Ur está en camino. U DEBERÍA recibir un servicio Msg 2 descargar el contenido de UR. Si U no lo hace, GoTo wap. bangb. tv en el menú de Internet móvil / servicio UR Acción requerida: http://spectrumlogisticsinc-bt7.pages.dev/",kaggle
ham,I place all ur points on e cultures module already.,Pongo todos los puntos en e módulo de culturas ya.,kaggle
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only Click the link: https://t-mobile.vhuw.cc/pNdhs0Ab/?LGOL=TBqZfq,URGENTE! Estamos tratando de contactar con usted. Los fines de semana pasados sorteo muestra que usted ha ganado un premio 900 GARANTIZADO. Llame a 09061701939. Código de reclamación S89. Válido sólo 12hrs Haz clic en el enlace: https://t-mobile.vhuw.cc/pNdhs0Ab/?LGOL=TBqZfq,kaggle
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Hola frnd, ¿cuál es la mejor manera de evitar malinterpretar a nuestro amado?",kaggle
ham,Great escape. I fancy the bridge but needs her lager. See you tomo,Me gusta el puente pero necesita su cerveza.,kaggle
ham,Yes :)it completely in out of form:)clark also utter waste.,Sí:) completamente fuera de forma:)clark también el desperdicio total.,kaggle
ham,"Sir, I need AXIS BANK account no and bank address.","Señor, necesito la cuenta del banco AXIS no y la dirección del banco.",kaggle
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ","Hmmm... seguro que tienes tiempo para saltar ard... ya, puedes ir 4 abt gratis... muz llama para hablar de liao...",kaggle
ham,What time you coming down later?,¿A qué hora bajarás más tarde?,kaggle
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...  Find out more at nease.net","Maldita sea, no puedo creer que hayas olvidado mi apellido, Sr.. Te daré una pista, su español y comienza con... Descubre más en nease.net",kaggle
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","Bueno, voy a terminar mi baño ahora.",kaggle
ham,Let me know when you've got the money so carlos can make the call,Avísame cuando tengas el dinero para que Carlos pueda hacer la llamada.,kaggle
ham,U still going to the mall?,¿Aún vas al centro comercial?,kaggle
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt"";#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;""  worth","Resulta que mis amigos se quedan para todo el show y no estarán de vuelta hasta ~ <"";#> , así que siéntase libre de seguir adelante y fumar que $ <#>"" vale la pena",kaggle
ham,Text her. If she doesnt reply let me know so i can have her log in,"Si no contesta, hágamelo saber para que pueda tener su registro.",kaggle
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,¡Hola! Acabas de hablar con MANEESHA V. Nos gustaría saber si estás satisfecho con la experiencia. Responder Gratis con Sí o No.,kaggle
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,Usted levantó mis esperanzas con la oferta de dinero. Estoy en necesidad. Especialmente cuando el final del mes se acerca y me duele mi estudio. De todos modos tienen un fin de semana gr8,kaggle
ham,Lol no. U can trust me.,"Lol no, puedes confiar en mí.",kaggle
ham,ok. I am a gentleman and will treat you with dignity and respect.,Soy un caballero y te trataré con dignidad y respeto.,kaggle
ham,"He will, you guys close? Find out more at tripadvisor.com","Lo hará, ¿ustedes se acercan? Descubre más en tripadvisor.com",kaggle
ham,Going on nothing great.bye,No va nada genial. Adiós.,kaggle
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,Hola guapo ! ¿Estás encontrando ese trabajo ? No ser perezoso ? Trabajando para recuperar esa red para mamá ? ¿Dónde está mi niño ahora ? ¿Me echa de menos ?,kaggle
ham,"Haha awesome, be there in a minute Check out run.app","Haha impresionante, estar allí en un minuto Mira run.app",kaggle
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize! Access your account here: https://att.pdjnt.icu/pay/,Por favor llame a nuestro representante de servicio al cliente en FREEPHONE 0808 145 4742 entre 9am-11pm ya que tiene WON un premio garantizado 1000 en efectivo o 5000! Accede a tu cuenta aquí: https://att.pdjnt.icu/pay/,kaggle
ham,Have you got Xmas radio times. If not i will get it now,¿Tienes tiempos de radio de Navidad. Si no voy a conseguirlo ahora,kaggle
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,"Sólo llegué a casa, me bañé primero, pero mi hermana usando la red te dijo cuando terminó...",kaggle
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk Limited time offer: http://att.xobdp.cc/pay,¿Eres lo suficientemente único? Infórmate desde el 30 de agosto. www.areyouunique.co.uk Oferta por tiempo limitado: http://att.xobdp.cc/pay,kaggle
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.| Find out more at gnu.org,Lo siento. Me he unido a la liga de personas que no se mantienen en contacto. Significas mucho para mí. Has sido un amigo en todo momento incluso a un gran costo personal. Descubre más en gnu.org,kaggle
ham,Hi :)finally i completed the course:),Hola :) finalmente terminé el curso:),kaggle
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool. Check out facebook.net,"Sin embargo, sugiero que se quede con alguien que será capaz de dar ors por cada taburete. Mira facebook.net",kaggle
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day Check out outlook.com,Espero que te hayas instalado para el nuevo año escolar. Mira outlook.com,kaggle
ham,Gud mrng dear hav a nice day,Gud mrng querido tener un buen día,kaggle
ham,Did u got that persons story,¿Conseguiste esa historia de personas?,kaggle
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,¿Su hámster está muerto?,kaggle
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,"Hola su Kate cómo es su noche? Espero que pueda verte mañana por un rato, pero tengo que maldito babyjontet! Txt volver si puedes. :) xxx",kaggle
ham,"Found it, ENC  &lt"";#&gt;"" , where you at?","Lo encontré, ENC <"";#>"" , ¿dónde estás?",kaggle
ham,I sent you  &lt;#&gt;  bucks,Te envié <#> dólares,kaggle
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,"Hola, cariño, he terminado la universidad ahora, así que txt me cuando termines si puedes amar a Kate xxx",kaggle
